combination,train_accuracy,test_accuracy,colsample_bytree,learning_rate,max_depth,n_estimators,alpha
1291,0.91,0.78,0.9,0.1,9,400,10
1296,0.91,0.78,0.9,0.1,9,500,10
996,0.90,0.78,0.7,0.1,9,500,10
991,0.90,0.78,0.7,0.1,9,400,10
1286,0.90,0.78,0.9,0.1,9,300,10
696,0.90,0.77,0.5,0.1,9,500,10
986,0.89,0.78,0.7,0.1,9,300,10
691,0.89,0.77,0.5,0.1,9,400,10
686,0.88,0.78,0.5,0.1,9,300,10
396,0.88,0.78,0.3,0.1,9,500,10
1281,0.87,0.78,0.9,0.1,9,200,10
971,0.87,0.78,0.7,0.1,7,500,10
1271,0.87,0.78,0.9,0.1,7,500,10
1266,0.87,0.78,0.9,0.1,7,400,10
966,0.87,0.78,0.7,0.1,7,400,10
671,0.87,0.78,0.5,0.1,7,500,10
391,0.87,0.78,0.3,0.1,9,400,10
981,0.87,0.78,0.7,0.1,9,200,10
1261,0.86,0.78,0.9,0.1,7,300,10
666,0.86,0.78,0.5,0.1,7,400,10
961,0.86,0.78,0.7,0.1,7,300,10
681,0.85,0.78,0.5,0.1,9,200,10
371,0.85,0.78,0.3,0.1,7,500,10
386,0.85,0.78,0.3,0.1,9,300,10
661,0.85,0.78,0.5,0.1,7,300,10
1256,0.84,0.78,0.9,0.1,7,200,10
366,0.84,0.78,0.3,0.1,7,400,10
1246,0.84,0.78,0.9,0.1,5,500,10
956,0.84,0.78,0.7,0.1,7,200,10
946,0.84,0.78,0.7,0.1,5,500,10
1276,0.83,0.78,0.9,0.1,9,100,10
1241,0.83,0.78,0.9,0.1,5,400,10
381,0.83,0.77,0.3,0.1,9,200,10
646,0.83,0.78,0.5,0.1,5,500,10
361,0.83,0.78,0.3,0.1,7,300,10
976,0.83,0.78,0.7,0.1,9,100,10
656,0.83,0.78,0.5,0.1,7,200,10
1287,0.83,0.78,0.9,0.1,9,300,20
1292,0.83,0.78,0.9,0.1,9,400,20
1297,0.83,0.78,0.9,0.1,9,500,20
941,0.83,0.78,0.7,0.1,5,400,10
992,0.83,0.78,0.7,0.1,9,400,20
997,0.83,0.78,0.7,0.1,9,500,20
697,0.83,0.78,0.5,0.1,9,500,20
987,0.83,0.78,0.7,0.1,9,300,20
692,0.83,0.78,0.5,0.1,9,400,20
641,0.83,0.78,0.5,0.1,5,400,10
1282,0.82,0.78,0.9,0.1,9,200,20
687,0.82,0.78,0.5,0.1,9,300,20
1236,0.82,0.78,0.9,0.1,5,300,10
676,0.82,0.78,0.5,0.1,9,100,10
346,0.82,0.78,0.3,0.1,5,500,10
982,0.82,0.78,0.7,0.1,9,200,20
397,0.82,0.78,0.3,0.1,9,500,20
936,0.82,0.78,0.7,0.1,5,300,10
1262,0.82,0.78,0.9,0.1,7,300,20
1267,0.82,0.78,0.9,0.1,7,400,20
1272,0.82,0.78,0.9,0.1,7,500,20
392,0.82,0.78,0.3,0.1,9,400,20
682,0.82,0.78,0.5,0.1,9,200,20
672,0.82,0.78,0.5,0.1,7,500,20
967,0.82,0.78,0.7,0.1,7,400,20
972,0.82,0.78,0.7,0.1,7,500,20
667,0.82,0.78,0.5,0.1,7,400,20
356,0.82,0.78,0.3,0.1,7,200,10
636,0.82,0.78,0.5,0.1,5,300,10
962,0.82,0.78,0.7,0.1,7,300,20
1251,0.82,0.78,0.9,0.1,7,100,10
341,0.82,0.78,0.3,0.1,5,400,10
662,0.82,0.78,0.5,0.1,7,300,20
1257,0.81,0.78,0.9,0.1,7,200,20
372,0.81,0.78,0.3,0.1,7,500,20
387,0.81,0.78,0.3,0.1,9,300,20
1231,0.81,0.78,0.9,0.1,5,200,10
957,0.81,0.78,0.7,0.1,7,200,20
1396,0.81,0.78,0.9,0.01,9,500,10
367,0.81,0.78,0.3,0.1,7,400,20
1277,0.81,0.78,0.9,0.1,9,100,20
1288,0.81,0.78,0.9,0.1,9,300,30
1293,0.81,0.78,0.9,0.1,9,400,30
1298,0.81,0.78,0.9,0.1,9,500,30
993,0.81,0.78,0.7,0.1,9,400,30
998,0.81,0.78,0.7,0.1,9,500,30
951,0.81,0.78,0.7,0.1,7,100,10
1096,0.81,0.78,0.7,0.01,9,500,10
988,0.81,0.78,0.7,0.1,9,300,30
1283,0.81,0.78,0.9,0.1,9,200,30
657,0.81,0.78,0.5,0.1,7,200,20
336,0.81,0.78,0.3,0.1,5,300,10
931,0.81,0.78,0.7,0.1,5,200,10
693,0.81,0.78,0.5,0.1,9,400,30
698,0.81,0.78,0.5,0.1,9,500,30
1391,0.81,0.78,0.9,0.01,9,400,10
977,0.81,0.78,0.7,0.1,9,100,20
362,0.81,0.78,0.3,0.1,7,300,20
983,0.81,0.78,0.7,0.1,9,200,30
651,0.81,0.78,0.5,0.1,7,100,10
376,0.81,0.77,0.3,0.1,9,100,10
688,0.81,0.78,0.5,0.1,9,300,30
96,0.81,0.77,0.1,0.1,9,500,10
1091,0.81,0.77,0.7,0.01,9,400,10
1242,0.81,0.78,0.9,0.1,5,400,20
1247,0.81,0.78,0.9,0.1,5,500,20
382,0.81,0.77,0.3,0.1,9,200,20
647,0.81,0.78,0.5,0.1,5,500,20
631,0.81,0.78,0.5,0.1,5,200,10
398,0.81,0.78,0.3,0.1,9,500,30
1268,0.81,0.78,0.9,0.1,7,400,30
1273,0.81,0.78,0.9,0.1,7,500,30
942,0.81,0.78,0.7,0.1,5,400,20
947,0.81,0.78,0.7,0.1,5,500,20
1237,0.81,0.78,0.9,0.1,5,300,20
1263,0.80,0.78,0.9,0.1,7,300,30
968,0.80,0.78,0.7,0.1,7,400,30
973,0.80,0.78,0.7,0.1,7,500,30
642,0.80,0.78,0.5,0.1,5,400,20
347,0.80,0.78,0.3,0.1,5,500,20
683,0.80,0.78,0.5,0.1,9,200,30
673,0.80,0.78,0.5,0.1,7,500,30
1289,0.80,0.78,0.9,0.1,9,300,40
1294,0.80,0.78,0.9,0.1,9,400,40
1299,0.80,0.78,0.9,0.1,9,500,40
668,0.80,0.78,0.5,0.1,7,400,30
963,0.80,0.78,0.7,0.1,7,300,30
796,0.80,0.77,0.5,0.01,9,500,10
937,0.80,0.78,0.7,0.1,5,300,20
1386,0.80,0.77,0.9,0.01,9,300,10
994,0.80,0.78,0.7,0.1,9,400,40
999,0.80,0.78,0.7,0.1,9,500,40
393,0.80,0.78,0.3,0.1,9,400,30
1258,0.80,0.78,0.9,0.1,7,200,30
1252,0.80,0.78,0.9,0.1,7,100,20
663,0.80,0.78,0.5,0.1,7,300,30
989,0.80,0.78,0.7,0.1,9,300,40
677,0.80,0.78,0.5,0.1,9,100,20
1284,0.80,0.78,0.9,0.1,9,200,40
71,0.80,0.77,0.1,0.1,7,500,10
1278,0.80,0.78,0.9,0.1,9,100,30
958,0.80,0.78,0.7,0.1,7,200,30
637,0.80,0.78,0.5,0.1,5,300,20
342,0.80,0.78,0.3,0.1,5,400,20
388,0.80,0.77,0.3,0.1,9,300,30
373,0.80,0.78,0.3,0.1,7,500,30
699,0.80,0.78,0.5,0.1,9,500,40
1232,0.80,0.78,0.9,0.1,5,200,20
1086,0.80,0.77,0.7,0.01,9,300,10
694,0.80,0.78,0.5,0.1,9,400,40
1221,0.80,0.78,0.9,0.1,3,500,10
921,0.80,0.78,0.7,0.1,3,500,10
357,0.80,0.78,0.3,0.1,7,200,20
984,0.80,0.78,0.7,0.1,9,200,40
658,0.80,0.78,0.5,0.1,7,200,30
952,0.80,0.78,0.7,0.1,7,100,20
331,0.80,0.78,0.3,0.1,5,200,10
1269,0.80,0.78,0.9,0.1,7,400,40
1274,0.80,0.78,0.9,0.1,7,500,40
689,0.80,0.78,0.5,0.1,9,300,40
1264,0.80,0.78,0.9,0.1,7,300,40
368,0.80,0.78,0.3,0.1,7,400,30
932,0.80,0.78,0.7,0.1,5,200,20
978,0.80,0.78,0.7,0.1,9,100,30
1397,0.80,0.78,0.9,0.01,9,500,20
1381,0.80,0.77,0.9,0.01,9,200,10
1290,0.80,0.78,0.9,0.1,9,300,50
1295,0.80,0.78,0.9,0.1,9,400,50
1300,0.80,0.78,0.9,0.1,9,500,50
91,0.80,0.77,0.1,0.1,9,400,10
351,0.80,0.76,0.3,0.1,7,100,10
969,0.80,0.78,0.7,0.1,7,400,40
974,0.80,0.78,0.7,0.1,7,500,40
684,0.80,0.78,0.5,0.1,9,200,40
1371,0.80,0.78,0.9,0.01,7,500,10
964,0.80,0.78,0.7,0.1,7,300,40
995,0.80,0.78,0.7,0.1,9,400,50
1000,0.80,0.78,0.7,0.1,9,500,50
337,0.80,0.78,0.3,0.1,5,300,20
791,0.80,0.77,0.5,0.01,9,400,10
669,0.80,0.78,0.5,0.1,7,400,40
674,0.80,0.78,0.5,0.1,7,500,40
621,0.80,0.78,0.5,0.1,3,500,10
363,0.80,0.78,0.3,0.1,7,300,30
990,0.80,0.78,0.7,0.1,9,300,50
632,0.80,0.78,0.5,0.1,5,200,20
1259,0.80,0.78,0.9,0.1,7,200,40
695,0.80,0.78,0.5,0.1,9,400,50
700,0.80,0.78,0.5,0.1,9,500,50
1279,0.80,0.78,0.9,0.1,9,100,40
1243,0.80,0.78,0.9,0.1,5,400,30
1248,0.80,0.78,0.9,0.1,5,500,30
1238,0.80,0.78,0.9,0.1,5,300,30
1285,0.80,0.78,0.9,0.1,9,200,50
664,0.80,0.78,0.5,0.1,7,300,40
916,0.80,0.78,0.7,0.1,3,400,10
399,0.80,0.78,0.3,0.1,9,500,40
1071,0.80,0.77,0.7,0.01,7,500,10
1253,0.80,0.78,0.9,0.1,7,100,30
985,0.80,0.78,0.7,0.1,9,200,50
959,0.80,0.78,0.7,0.1,7,200,40
1216,0.80,0.78,0.9,0.1,3,400,10
643,0.80,0.78,0.5,0.1,5,400,30
648,0.80,0.78,0.5,0.1,5,500,30
383,0.80,0.77,0.3,0.1,9,200,30
1081,0.80,0.77,0.7,0.01,9,200,10
943,0.80,0.78,0.7,0.1,5,400,30
948,0.80,0.78,0.7,0.1,5,500,30
1392,0.80,0.77,0.9,0.01,9,400,20
938,0.80,0.78,0.7,0.1,5,300,30
690,0.80,0.78,0.5,0.1,9,300,50
1097,0.80,0.77,0.7,0.01,9,500,20
1366,0.80,0.77,0.9,0.01,7,400,10
652,0.80,0.78,0.5,0.1,7,100,20
321,0.80,0.78,0.3,0.1,3,500,10
1226,0.80,0.78,0.9,0.1,5,100,10
394,0.80,0.78,0.3,0.1,9,400,40
348,0.80,0.78,0.3,0.1,5,500,30
678,0.80,0.77,0.5,0.1,9,100,30
374,0.80,0.78,0.3,0.1,7,500,40
659,0.80,0.78,0.5,0.1,7,200,40
926,0.80,0.78,0.7,0.1,5,100,10
953,0.80,0.78,0.7,0.1,7,100,30
66,0.80,0.77,0.1,0.1,7,400,10
638,0.80,0.78,0.5,0.1,5,300,30
46,0.80,0.77,0.1,0.1,5,500,10
979,0.80,0.78,0.7,0.1,9,100,40
1233,0.80,0.78,0.9,0.1,5,200,30
616,0.80,0.78,0.5,0.1,3,400,10
1265,0.80,0.78,0.9,0.1,7,300,50
1270,0.80,0.78,0.9,0.1,7,400,50
1275,0.80,0.78,0.9,0.1,7,500,50
389,0.79,0.77,0.3,0.1,9,300,40
1376,0.79,0.77,0.9,0.01,9,100,10
970,0.79,0.78,0.7,0.1,7,400,50
975,0.79,0.78,0.7,0.1,7,500,50
965,0.79,0.78,0.7,0.1,7,300,50
369,0.79,0.78,0.3,0.1,7,400,40
685,0.79,0.78,0.5,0.1,9,200,50
1066,0.79,0.77,0.7,0.01,7,400,10
933,0.79,0.78,0.7,0.1,5,200,30
343,0.79,0.78,0.3,0.1,5,400,30
670,0.79,0.78,0.5,0.1,7,400,50
675,0.79,0.78,0.5,0.1,7,500,50
1398,0.79,0.77,0.9,0.01,9,500,30
960,0.79,0.78,0.7,0.1,7,200,50
771,0.79,0.77,0.5,0.01,7,500,10
1387,0.79,0.77,0.9,0.01,9,300,20
1260,0.79,0.78,0.9,0.1,7,200,50
922,0.79,0.78,0.7,0.1,3,500,20
358,0.79,0.77,0.3,0.1,7,200,30
1211,0.79,0.78,0.9,0.1,3,300,10
665,0.79,0.78,0.5,0.1,7,300,50
1092,0.79,0.77,0.7,0.01,9,400,20
1222,0.79,0.78,0.9,0.1,3,500,20
1244,0.79,0.78,0.9,0.1,5,400,40
1249,0.79,0.78,0.9,0.1,5,500,40
1254,0.79,0.78,0.9,0.1,7,100,40
1239,0.79,0.78,0.9,0.1,5,300,40
364,0.79,0.77,0.3,0.1,7,300,40
644,0.79,0.78,0.5,0.1,5,400,40
649,0.79,0.78,0.5,0.1,5,500,40
939,0.79,0.78,0.7,0.1,5,300,40
944,0.79,0.78,0.7,0.1,5,400,40
949,0.79,0.78,0.7,0.1,5,500,40
400,0.79,0.78,0.3,0.1,9,500,50
633,0.79,0.78,0.5,0.1,5,200,30
338,0.79,0.78,0.3,0.1,5,300,30
1280,0.79,0.78,0.9,0.1,9,100,50
332,0.79,0.77,0.3,0.1,5,200,20
653,0.79,0.78,0.5,0.1,7,100,30
316,0.79,0.78,0.3,0.1,3,400,10
1372,0.79,0.77,0.9,0.01,7,500,20
639,0.79,0.78,0.5,0.1,5,300,40
786,0.79,0.77,0.5,0.01,9,300,10
1234,0.79,0.78,0.9,0.1,5,200,40
626,0.79,0.78,0.5,0.1,5,100,10
917,0.79,0.78,0.7,0.1,3,400,20
911,0.79,0.78,0.7,0.1,3,300,10
622,0.79,0.78,0.5,0.1,3,500,20
980,0.79,0.78,0.7,0.1,9,100,50
1227,0.79,0.78,0.9,0.1,5,100,20
954,0.79,0.78,0.7,0.1,7,100,40
395,0.79,0.78,0.3,0.1,9,400,50
349,0.79,0.78,0.3,0.1,5,500,40
1361,0.79,0.77,0.9,0.01,7,300,10
375,0.79,0.78,0.3,0.1,7,500,50
934,0.79,0.78,0.7,0.1,5,200,40
377,0.79,0.77,0.3,0.1,9,100,20
660,0.79,0.78,0.5,0.1,7,200,50
679,0.79,0.77,0.5,0.1,9,100,40
1393,0.79,0.77,0.9,0.01,9,400,30
1217,0.79,0.78,0.9,0.1,3,400,20
370,0.79,0.78,0.3,0.1,7,400,50
611,0.79,0.78,0.5,0.1,3,300,10
344,0.79,0.78,0.3,0.1,5,400,40
1496,0.79,0.77,0.9,0.001,9,500,10
797,0.79,0.77,0.5,0.01,9,500,20
1098,0.79,0.77,0.7,0.01,9,500,30
384,0.79,0.77,0.3,0.1,9,200,40
1072,0.79,0.78,0.7,0.01,7,500,20
1240,0.79,0.78,0.9,0.1,5,300,50
1245,0.79,0.78,0.9,0.1,5,400,50
1250,0.79,0.78,0.9,0.1,5,500,50
390,0.79,0.77,0.3,0.1,9,300,50
945,0.79,0.78,0.7,0.1,5,400,50
950,0.79,0.78,0.7,0.1,5,500,50
940,0.79,0.78,0.7,0.1,5,300,50
634,0.79,0.78,0.5,0.1,5,200,40
1061,0.79,0.77,0.7,0.01,7,300,10
322,0.79,0.78,0.3,0.1,3,500,20
927,0.79,0.78,0.7,0.1,5,100,20
617,0.79,0.78,0.5,0.1,3,400,20
1399,0.79,0.78,0.9,0.01,9,500,40
1491,0.79,0.77,0.9,0.001,9,400,10
1367,0.79,0.77,0.9,0.01,7,400,20
1255,0.79,0.78,0.9,0.1,7,100,50
365,0.79,0.77,0.3,0.1,7,300,50
1382,0.79,0.77,0.9,0.01,9,200,20
766,0.79,0.77,0.5,0.01,7,400,10
645,0.79,0.78,0.5,0.1,5,400,50
650,0.79,0.78,0.5,0.1,5,500,50
935,0.79,0.78,0.7,0.1,5,200,50
955,0.79,0.78,0.7,0.1,7,100,50
1076,0.79,0.77,0.7,0.01,9,100,10
1087,0.79,0.77,0.7,0.01,9,300,20
86,0.79,0.76,0.1,0.1,9,300,10
1223,0.79,0.78,0.9,0.1,3,500,30
339,0.79,0.78,0.3,0.1,5,300,40
311,0.79,0.78,0.3,0.1,3,300,10
640,0.79,0.78,0.5,0.1,5,300,50
912,0.79,0.78,0.7,0.1,3,300,20
1235,0.79,0.78,0.9,0.1,5,200,50
41,0.79,0.77,0.1,0.1,5,400,10
350,0.79,0.78,0.3,0.1,5,500,50
359,0.79,0.77,0.3,0.1,7,200,40
1212,0.79,0.78,0.9,0.1,3,300,20
1218,0.79,0.78,0.9,0.1,3,400,30
923,0.79,0.78,0.7,0.1,3,500,30
352,0.79,0.77,0.3,0.1,7,100,20
1228,0.79,0.77,0.9,0.1,5,100,30
1486,0.79,0.77,0.9,0.001,9,300,10
654,0.79,0.77,0.5,0.1,7,100,40
928,0.79,0.78,0.7,0.1,5,100,30
317,0.79,0.78,0.3,0.1,3,400,20
918,0.79,0.78,0.7,0.1,3,400,30
1206,0.79,0.78,0.9,0.1,3,200,10
345,0.79,0.77,0.3,0.1,5,400,50
623,0.79,0.78,0.5,0.1,3,500,30
1356,0.79,0.77,0.9,0.01,7,200,10
333,0.79,0.77,0.3,0.1,5,200,30
680,0.79,0.77,0.5,0.1,9,100,50
906,0.79,0.78,0.7,0.1,3,200,10
1481,0.79,0.76,0.9,0.001,9,200,10
612,0.79,0.78,0.5,0.1,3,300,20
1373,0.79,0.77,0.9,0.01,7,500,30
97,0.79,0.77,0.1,0.1,9,500,20
1388,0.79,0.77,0.9,0.01,9,300,30
1067,0.79,0.77,0.7,0.01,7,400,20
627,0.79,0.77,0.5,0.1,5,100,20
1394,0.79,0.77,0.9,0.01,9,400,40
1213,0.79,0.78,0.9,0.1,3,300,30
72,0.79,0.77,0.1,0.1,7,500,20
618,0.79,0.78,0.5,0.1,3,400,30
1093,0.79,0.77,0.7,0.01,9,400,30
340,0.79,0.77,0.3,0.1,5,300,50
635,0.79,0.78,0.5,0.1,5,200,50
1099,0.79,0.77,0.7,0.01,9,500,40
385,0.79,0.77,0.3,0.1,9,200,50
1400,0.79,0.77,0.9,0.01,9,500,50
1219,0.79,0.78,0.9,0.1,3,400,40
1224,0.79,0.78,0.9,0.1,3,500,40
913,0.79,0.78,0.7,0.1,3,300,30
61,0.79,0.76,0.1,0.1,7,300,10
323,0.79,0.78,0.3,0.1,3,500,30
1229,0.79,0.78,0.9,0.1,5,100,40
792,0.79,0.77,0.5,0.01,9,400,20
1073,0.79,0.77,0.7,0.01,7,500,30
360,0.79,0.77,0.3,0.1,7,200,50
326,0.79,0.77,0.3,0.1,5,100,10
1362,0.79,0.77,0.9,0.01,7,300,20
772,0.79,0.77,0.5,0.01,7,500,20
929,0.79,0.78,0.7,0.1,5,100,40
606,0.79,0.78,0.5,0.1,3,200,10
1207,0.79,0.78,0.9,0.1,3,200,20
628,0.79,0.77,0.5,0.1,5,100,30
334,0.79,0.77,0.3,0.1,5,200,40
655,0.79,0.77,0.5,0.1,7,100,50
1196,0.79,0.77,0.7,0.001,9,500,10
1476,0.79,0.76,0.9,0.001,9,100,10
1368,0.79,0.77,0.9,0.01,7,400,30
613,0.79,0.78,0.5,0.1,3,300,30
798,0.79,0.77,0.5,0.01,9,500,30
1214,0.79,0.78,0.9,0.1,3,300,40
312,0.79,0.78,0.3,0.1,3,300,20
907,0.79,0.78,0.7,0.1,3,200,20
1191,0.79,0.76,0.7,0.001,9,400,10
1056,0.79,0.77,0.7,0.01,7,200,10
919,0.79,0.78,0.7,0.1,3,400,40
924,0.79,0.78,0.7,0.1,3,500,40
1082,0.79,0.77,0.7,0.01,9,200,20
624,0.79,0.78,0.5,0.1,3,500,40
1346,0.79,0.77,0.9,0.01,5,500,10
47,0.79,0.77,0.1,0.1,5,500,20
378,0.79,0.76,0.3,0.1,9,100,30
1046,0.78,0.77,0.7,0.01,5,500,10
1374,0.78,0.78,0.9,0.01,7,500,40
1230,0.78,0.77,0.9,0.1,5,100,50
318,0.78,0.78,0.3,0.1,3,400,30
619,0.78,0.78,0.5,0.1,3,400,40
1186,0.78,0.76,0.7,0.001,9,300,10
930,0.78,0.77,0.7,0.1,5,100,50
1088,0.78,0.77,0.7,0.01,9,300,30
1395,0.78,0.77,0.9,0.01,9,400,50
1094,0.78,0.77,0.7,0.01,9,400,40
1377,0.78,0.76,0.9,0.01,9,100,20
914,0.78,0.78,0.7,0.1,3,300,40
1074,0.78,0.77,0.7,0.01,7,500,40
761,0.78,0.77,0.5,0.01,7,300,10
1100,0.78,0.77,0.7,0.01,9,500,50
1208,0.78,0.78,0.9,0.1,3,200,30
1383,0.78,0.77,0.9,0.01,9,200,30
607,0.78,0.78,0.5,0.1,3,200,20
1068,0.78,0.77,0.7,0.01,7,400,30
1389,0.78,0.77,0.9,0.01,9,300,40
1062,0.78,0.77,0.7,0.01,7,300,20
781,0.78,0.76,0.5,0.01,9,200,10
908,0.78,0.78,0.7,0.1,3,200,30
629,0.78,0.77,0.5,0.1,5,100,40
1220,0.78,0.78,0.9,0.1,3,400,50
1225,0.78,0.78,0.9,0.1,3,500,50
353,0.78,0.77,0.3,0.1,7,100,30
614,0.78,0.78,0.5,0.1,3,300,40
1181,0.78,0.76,0.7,0.001,9,200,10
313,0.78,0.77,0.3,0.1,3,300,30
1215,0.78,0.78,0.9,0.1,3,300,50
920,0.78,0.78,0.7,0.1,3,400,50
925,0.78,0.78,0.7,0.1,3,500,50
1375,0.78,0.77,0.9,0.01,7,500,50
1176,0.78,0.76,0.7,0.001,9,100,10
324,0.78,0.78,0.3,0.1,3,500,40
335,0.78,0.77,0.3,0.1,5,200,50
306,0.78,0.77,0.3,0.1,3,200,10
1369,0.78,0.77,0.9,0.01,7,400,40
496,0.78,0.75,0.3,0.01,9,500,10
625,0.78,0.78,0.5,0.1,3,500,50
92,0.78,0.76,0.1,0.1,9,400,20
767,0.78,0.77,0.5,0.01,7,400,20
21,0.78,0.77,0.1,0.1,3,500,10
620,0.78,0.78,0.5,0.1,3,400,50
67,0.78,0.76,0.1,0.1,7,400,20
319,0.78,0.78,0.3,0.1,3,400,40
1357,0.78,0.77,0.9,0.01,7,200,20
773,0.78,0.77,0.5,0.01,7,500,30
325,0.78,0.78,0.3,0.1,3,500,50
1347,0.78,0.77,0.9,0.01,5,500,20
1363,0.78,0.77,0.9,0.01,7,300,30
915,0.78,0.78,0.7,0.1,3,300,50
799,0.78,0.76,0.5,0.01,9,500,40
1075,0.78,0.77,0.7,0.01,7,500,50
1209,0.78,0.78,0.9,0.1,3,200,40
1089,0.78,0.77,0.7,0.01,9,300,40
608,0.78,0.78,0.5,0.1,3,200,30
630,0.78,0.77,0.5,0.1,5,100,50
787,0.78,0.76,0.5,0.01,9,300,20
1497,0.78,0.76,0.9,0.001,9,500,20
615,0.78,0.78,0.5,0.1,3,300,50
793,0.78,0.76,0.5,0.01,9,400,30
1047,0.78,0.77,0.7,0.01,5,500,20
1095,0.78,0.77,0.7,0.01,9,400,50
1069,0.78,0.77,0.7,0.01,7,400,40
746,0.78,0.77,0.5,0.01,5,500,10
909,0.78,0.78,0.7,0.1,3,200,40
320,0.78,0.77,0.3,0.1,3,400,50
327,0.78,0.77,0.3,0.1,5,100,20
609,0.78,0.78,0.5,0.1,3,200,40
314,0.78,0.77,0.3,0.1,3,300,40
1351,0.78,0.76,0.9,0.01,7,100,10
1341,0.78,0.77,0.9,0.01,5,400,10
1390,0.78,0.77,0.9,0.01,9,300,50
73,0.78,0.76,0.1,0.1,7,500,30
379,0.78,0.76,0.3,0.1,9,100,40
98,0.78,0.77,0.1,0.1,9,500,30
1384,0.78,0.77,0.9,0.01,9,200,40
36,0.78,0.76,0.1,0.1,5,300,10
1041,0.78,0.77,0.7,0.01,5,400,10
1063,0.78,0.77,0.7,0.01,7,300,30
354,0.78,0.76,0.3,0.1,7,100,40
1492,0.78,0.76,0.9,0.001,9,400,20
910,0.78,0.78,0.7,0.1,3,200,50
1083,0.78,0.76,0.7,0.01,9,200,30
307,0.78,0.77,0.3,0.1,3,200,20
1210,0.78,0.78,0.9,0.1,3,200,50
1370,0.78,0.77,0.9,0.01,7,400,50
42,0.78,0.76,0.1,0.1,5,400,20
315,0.78,0.77,0.3,0.1,3,300,50
774,0.78,0.76,0.5,0.01,7,500,40
48,0.78,0.77,0.1,0.1,5,500,30
610,0.78,0.77,0.5,0.1,3,200,50
1348,0.78,0.77,0.9,0.01,5,500,30
1487,0.78,0.76,0.9,0.001,9,300,20
1051,0.78,0.76,0.7,0.01,7,100,10
1364,0.78,0.77,0.9,0.01,7,300,40
768,0.78,0.76,0.5,0.01,7,400,30
1090,0.78,0.76,0.7,0.01,9,300,50
1070,0.78,0.77,0.7,0.01,7,400,50
800,0.78,0.76,0.5,0.01,9,500,50
1057,0.78,0.76,0.7,0.01,7,200,20
1077,0.78,0.76,0.7,0.01,9,100,20
1482,0.78,0.76,0.9,0.001,9,200,20
1342,0.78,0.77,0.9,0.01,5,400,20
794,0.78,0.76,0.5,0.01,9,400,40
1048,0.78,0.77,0.7,0.01,5,500,30
1378,0.78,0.76,0.9,0.01,9,100,30
308,0.78,0.77,0.3,0.1,3,200,30
328,0.78,0.76,0.3,0.1,5,100,30
747,0.78,0.77,0.5,0.01,5,500,20
1471,0.78,0.76,0.9,0.001,7,500,10
22,0.78,0.77,0.1,0.1,3,500,20
1064,0.78,0.76,0.7,0.01,7,300,40
1477,0.78,0.76,0.9,0.001,9,100,20
1042,0.78,0.77,0.7,0.01,5,400,20
74,0.78,0.76,0.1,0.1,7,500,40
1349,0.78,0.77,0.9,0.01,5,500,40
99,0.78,0.76,0.1,0.1,9,500,40
1049,0.78,0.77,0.7,0.01,5,500,40
380,0.78,0.76,0.3,0.1,9,100,50
1466,0.78,0.76,0.9,0.001,7,400,10
93,0.78,0.76,0.1,0.1,9,400,30
1385,0.78,0.76,0.9,0.01,9,200,50
49,0.78,0.76,0.1,0.1,5,500,40
16,0.78,0.76,0.1,0.1,3,400,10
775,0.78,0.76,0.5,0.01,7,500,50
1456,0.78,0.76,0.9,0.001,7,200,10
1461,0.78,0.76,0.9,0.001,7,300,10
901,0.78,0.77,0.7,0.1,3,100,10
762,0.78,0.76,0.5,0.01,7,300,20
68,0.78,0.76,0.1,0.1,7,400,30
1201,0.78,0.77,0.9,0.1,3,100,10
769,0.78,0.76,0.5,0.01,7,400,40
355,0.78,0.76,0.3,0.1,7,100,50
1084,0.78,0.76,0.7,0.01,9,200,40
1343,0.78,0.77,0.9,0.01,5,400,30
1358,0.78,0.76,0.9,0.01,7,200,30
788,0.78,0.76,0.5,0.01,9,300,30
309,0.78,0.77,0.3,0.1,3,200,40
741,0.78,0.76,0.5,0.01,5,400,10
1365,0.78,0.76,0.9,0.01,7,300,50
1197,0.78,0.76,0.7,0.001,9,500,20
1350,0.78,0.77,0.9,0.01,5,500,50
471,0.78,0.75,0.3,0.01,7,500,10
1498,0.78,0.76,0.9,0.001,9,500,30
1192,0.78,0.76,0.7,0.001,9,400,20
329,0.78,0.76,0.3,0.1,5,100,40
